Tick,Population,Active%,Dormant%,Stress%,AverageFitness,AverageATP,AverageGrowth,AverageDosR,AverageCPPNFitness,BestCPPNFitness,AverageGRNWeight,Species,LargestSpecies,AverageSpeciesSize,Generation,LivingLineages,AverageNovelty,NoveltyArchiveSize,ParetoFronts,BestFrontSize,AverageParetoRank
100,1,0.0,100.0,0.0,0.357649141081525,0.0,0.0,0.0,0.357649141081525,0.357649141081525,0.4172113524782096,5,1,0.2,0,1
200,1,0.0,100.0,0.0,0.357649141081525,0.0,0.0,0.0,0.357649141081525,0.357649141081525,0.4172113524782096,5,1,0.2,0,1
300,1,0.0,100.0,0.0,0.357649141081525,0.0,0.0,0.0,0.357649141081525,0.357649141081525,0.4172113524782096,5,1,0.2,0,1
400,1,0.0,100.0,0.0,0.357649141081525,0.0,0.0,0.0,0.357649141081525,0.357649141081525,0.4172113524782096,5,1,0.2,0,1
500,1,0.0,0.0,100.0,0.5829797730984019,0.0,0.0,0.0,0.5829797730984019,0.5829797730984019,0.791838353322998,20,1,0.05,0,1
600,1,0.0,0.0,100.0,0.5526551538688951,0.0,0.0,0.0,0.5526551538688951,0.5526551538688951,0.7547007773560527,19,1,0.05263157894736842,0,1
700,4,25.0,0.0,75.0,0.5502621519069028,0.22463048109552428,0.12192750936028562,0.5738590559319511,0.5502621519069028,0.5753111253516578,0.6199062628775499,19,1,0.21052631578947367,0,4
800,1,0.0,0.0,100.0,0.4046418144161593,0.0,0.0,0.0,0.4046418144161593,0.4046418144161593,0.3799503162752346,1,1,1.0,0,1
900,2,0.0,0.0,100.0,0.5594677856742669,0.0,0.0,0.0,0.5594677856742669,0.5878202234875773,0.5238047331590991,20,1,0.1,0,2
1000,1,0.0,0.0,100.0,0.43371893174995846,0.0,0.0,0.0,0.43371893174995846,0.43371893174995846,0.9835852627495315,19,1,0.05263157894736842,0,1
1100,44,31.818181818181817,0.0,68.18181818181819,0.4667244885870783,0.18461349618351727,0.09303887828524499,0.6517786286035712,0.4667244885870783,0.6260665814081204,0.6374334648811034,57,1,0.7719298245614035,0,44
1200,123,0.0,24.390243902439025,75.60975609756098,0.38611195620423006,0.17002136412757424,0.14116566278126153,0.6487408989884694,0.38611195620423006,0.5375967036487312,0.6173533059260918,127,1,0.968503937007874,0,123
1300,262,0.0,37.404580152671755,62.595419847328245,0.4283229410816662,0.2446273420241159,0.14283421964307588,0.6490203518289106,0.4283229410816662,0.6743262868939752,0.6253932671557589,273,1,0.9597069597069597,0,262
1400,400,3.25,34.0,62.75,0.41882722607760914,0.22211759554222377,0.13572376060820918,0.6523087687845558,0.41882722607760914,0.6755031398849706,0.6118586327728739,400,1,1.0,0,400
1500,511,0.3913894324853229,44.22700587084149,55.38160469667319,0.429057136868398,0.2549035245672242,0.13415337692456414,0.6486629628831201,0.429057136868398,0.6901255956903772,0.6068989522303266,519,1,0.9845857418111753,0,511
