Tick,Population,Active%,Dormant%,Stress%,AverageFitness,AverageATP,AverageGrowth,AverageDosR,Generation,LivingLineages
100,2,0.0,0.0,100.0,14.999671547204354,0.0,0.0,0.0,0,2
200,2,0.0,0.0,100.0,14.999671547204354,0.0,0.0,0.0,0,2
300,2,0.0,0.0,100.0,14.999671547204354,0.0,0.0,0.0,0,2
400,2,0.0,0.0,100.0,14.999671547204354,0.0,0.0,0.0,0,2
500,2,0.0,0.0,100.0,11.998483170340835,0.045000000000000005,0.051519468956909946,0.6780971316624924,0,2
600,1,0.0,0.0,100.0,12.152148391732073,0.14773894255339376,0.12078769921262822,0.8168299371243494,0,1
700,1,0.0,0.0,100.0,12.238569415577853,0.0,0.0,0.0,0,1
800,1,0.0,0.0,100.0,12.238569415577853,0.0,0.0,0.0,0,1
900,4,0.0,0.0,100.0,12.15375172053503,0.14555532619964878,0.11921775134337467,0.706027171625526,0,4
1000,61,3.278688524590164,0.0,96.72131147540983,12.228287110747424,0.18291767357841726,0.1490289779880111,0.6985623655104437,0,61
1100,84,5.9523809523809526,13.095238095238095,80.95238095238095,12.376869522155165,0.19579729359003334,0.1496161909320557,0.7096594120549575,0,84
1200,151,13.907284768211921,11.920529801324504,74.17218543046357,12.310971852195282,0.16413065340796293,0.09098066223347549,0.7216003504593745,0,151
1300,157,0.0,18.471337579617835,81.52866242038216,12.44478743602717,0.14496157774728105,0.10419847369842336,0.7207697173666083,0,157
1400,220,0.45454545454545453,14.545454545454545,85.0,12.389567747309819,0.14343184384865412,0.10560304714913886,0.720736523304793,0,220
1500,299,0.0,25.418060200668897,74.58193979933111,12.463899188987531,0.18983497817866646,0.11207843614472508,0.7206315652625838,0,299
1600,450,1.3333333333333333,27.555555555555557,71.11111111111111,12.610247739017165,0.20995739680126269,0.1310725351696487,0.7123721646965068,0,450
1700,576,0.0,34.375,65.625,12.799977538389136,0.2184132106148938,0.12328960301558994,0.709868097831292,0,576
1800,785,1.2738853503184713,36.17834394904459,62.547770700636946,12.976593992572031,0.24037722798664551,0.13170888975970263,0.7064949680296264,0,785
1900,972,1.131687242798354,54.218106995884774,44.650205761316876,13.02605022625643,0.30191790612882896,0.16270555239412918,0.6865557154260183,0,972
2000,1103,0.45330915684496825,93.20036264732548,6.346328195829556,13.854156649223022,0.44416909295060214,0.15244359098801985,0.691808093842103,0,1103
2100,1187,0.0,95.70345408593091,4.296545914069082,14.471798096753735,0.47395947288420354,0.15777156704301176,0.6882576611606517,0,1187
2200,1389,0.0,91.21670266378689,8.783297336213103,14.696126149991006,0.4607868808757646,0.16363240577252514,0.6917144432578498,0,1389
2300,1523,0.0,92.90873276428103,7.091267235718976,15.405925337249874,0.4563622353259176,0.1635556235179898,0.6928823268514304,0,1523
2400,1627,0.0,94.46834665027659,5.531653349723418,16.00025612251881,0.45962982054776386,0.17293335153793912,0.6862042486610253,0,1627
2500,1792,0.0,95.42410714285714,4.575892857142857,16.48112616551863,0.4660522727080455,0.1651822039712064,0.6937556140621776,0,1792
2600,2002,0.0,96.5034965034965,3.4965034965034967,16.82169941088052,0.475445216168478,0.167105914636058,0.6928480979430577,0,2002
2700,2030,0.0,99.16256157635468,0.8374384236453202,17.605505170438565,0.4917263659852518,0.16743576816529984,0.6919172251945215,0,2030
2800,2002,0.0,99.65034965034965,0.34965034965034963,18.432568410099723,0.49847328432317317,0.16728048697390807,0.6909281997612496,0,2002
2900,2006,0.0,99.85044865403789,0.14955134596211367,19.2454668067713,0.5059686602265018,0.16794014604645857,0.6899722651559859,0,2006
3000,2013,0.0,99.75161450571287,0.24838549428713363,20.054446312214022,0.5045859901326265,0.16806999091171348,0.6899308148223369,0,2013
3100,2001,0.0,99.30034982508745,0.6996501749125438,20.865127717451735,0.5001077327623726,0.16769293148225647,0.6901384388841852,0,2001
3200,2013,0.0,98.90710382513662,1.092896174863388,21.483674600065655,0.4951539695733475,0.16731676023803232,0.6915572867934298,0,2013
3300,1999,0.0,99.84992496248124,0.1500750375187594,22.32406105357871,0.5034705262566426,0.1675045946442946,0.6905271020341888,0,1999
3400,2011,0.0,99.90054699154649,0.09945300845350571,23.020130931711332,0.49890879404464783,0.16751048666509988,0.6911796935911192,0,2011
3500,2009,0.0,99.25335988053759,0.7466401194624191,23.7004602307093,0.5035741596687993,0.16793588447763047,0.6903589141332975,0,2009
3600,2007,0.0,99.90034877927255,0.09965122072745392,24.40394570315973,0.5045488174336601,0.16804496506583355,0.6901145100139976,0,2007
3700,2013,0.0,99.70193740685544,0.29806259314456035,24.909347272586675,0.5078823879271545,0.1685311459685538,0.6889857959946314,0,2013
3800,2005,0.0,99.45137157107231,0.5486284289276808,25.274415240630283,0.5063910340814913,0.16809224376651535,0.6898511545160146,0,2005
3900,2002,0.0,99.8001998001998,0.1998001998001998,25.77747783680435,0.5087405807425465,0.16825114295580612,0.6893883760315281,0,2002
4000,2018,0.0,99.35579781962339,0.6442021803766105,26.072627292218037,0.5055121757921444,0.1682179075890366,0.6898028557915808,0,2018
4100,2001,0.0,99.75012493753124,0.24987506246876562,26.46023214642838,0.5089383912194736,0.16804728765959492,0.6895755578422046,0,2001
4200,2000,0.0,99.85,0.15,26.765527838315364,0.5096776368558591,0.16828922599842217,0.689376648495084,0,2000
4300,2015,0.0,99.90074441687345,0.09925558312655088,26.866734945709887,0.5121583975295304,0.1687266039451753,0.6886790828062571,0,2015
