Tick,Population,Active%,Dormant%,Stress%,AverageFitness,AverageATP,AverageGrowth,AverageDosR,AverageCPPNFitness,BestCPPNFitness,AverageGRNWeight,Species,LargestSpecies,AverageSpeciesSize,Generation,LivingLineages,AverageNovelty,NoveltyArchiveSize,ParetoFronts,BestFrontSize,AverageParetoRank
100,8,0.0,87.5,0.0,0.37435115332146546,0.23411386421606753,0.10185110683073441,0.5564520319820401,0.37435115332146546,0.4160651211748445,0.6023293448443999,25,1,0.32,0,8
200,1,0.0,100.0,0.0,0.41442868872262867,0.0,0.0,0.0,0.41442868872262867,0.41442868872262867,0.5604082603072096,25,1,0.04,0,1
300,1,0.0,100.0,0.0,0.41442868872262867,0.0,0.0,0.0,0.41442868872262867,0.41442868872262867,0.5604082603072096,25,1,0.04,0,1
400,1,0.0,100.0,0.0,0.41442868872262867,0.0,0.0,0.0,0.41442868872262867,0.41442868872262867,0.5604082603072096,25,1,0.04,0,1
500,1,0.0,0.0,100.0,0.48746962754990053,0.0,0.0,0.0,0.48746962754990053,0.48746962754990053,0.6088920309198873,44,1,0.022727272727272728,0,1
600,4,0.0,75.0,25.0,0.3807532174295645,0.3669227679998682,0.205277188460817,0.7229022580960174,0.3807532174295645,0.4202133090738225,0.5680146124580571,64,1,0.0625,0,4
700,12,0.0,8.333333333333334,91.66666666666667,0.4627907393457488,0.22460445762274556,0.18949951902707685,0.7137801330953756,0.4627907393457488,0.5195195000859724,0.5566680142068627,121,1,0.09917355371900827,0,12
800,1,0.0,100.0,0.0,0.44078402161483193,0.3953349176564672,0.03831552575982666,0.8245610222235863,0.44078402161483193,0.44078402161483193,0.5088258973979106,121,1,0.008264462809917356,0,1
900,1,0.0,100.0,0.0,0.6027205602864919,0.0,0.0,0.0,0.6027205602864919,0.6027205602864919,0.5088258973979106,140,1,0.007142857142857143,0,1
1000,1,0.0,0.0,100.0,0.37992998050899895,0.11687074755398162,0.31738639018398684,0.22495974012648248,0.37992998050899895,0.37992998050899895,0.6176208466754888,161,1,0.006211180124223602,0,1
1100,91,5.4945054945054945,7.6923076923076925,86.81318681318682,0.3955126655123015,0.2861559585199614,0.22583418364634666,0.6386065641689354,0.3955126655123015,0.6601170228606036,0.6090659020408744,295,1,0.30847457627118646,0,91
1200,107,0.0,51.401869158878505,48.598130841121495,0.44082833206926403,0.335777012958742,0.20786192169923234,0.65832427742047,0.44082833206926403,0.6808469185348232,0.6111650921892315,374,1,0.28609625668449196,0,107
