Tick,Population,Active%,Dormant%,Stress%,AverageFitness,AverageATP,AverageGrowth,AverageDosR,Generation,LivingLineages
2700,2011,0.0,0.29835902536051717,99.70164097463949,11.06069919569184,0.04620883596273256,0.04930990859054007,0.7191816425738321,0,2011
2800,2009,0.0,0.1991040318566451,99.80089596814335,10.95411468478591,0.04566479308341874,0.04915020419392468,0.7191805659393095,0,2009
2900,2009,0.0,0.1991040318566451,99.80089596814335,10.853879293408852,0.04576860124315677,0.04927622892554473,0.7191592028023515,0,2009
3000,2006,0.0,0.049850448654037885,99.95014955134596,10.751135915937015,0.04517101461982837,0.04914367931308203,0.7192007827015139,0,2006
3100,2006,0.0,0.049850448654037885,99.95014955134596,10.650315543495106,0.04517092685162708,0.049143569446152204,0.7192008012580663,0,2006
3200,2005,0.0,0.0,100.0,10.543706640781995,0.045000000000001386,0.04904767492378561,0.7192784654864387,0,2005
3300,2005,0.0,0.0,100.0,10.442318591044517,0.045000000000001386,0.04904767492378561,0.7192784654864387,0,2005
3400,2003,0.0,0.0,100.0,10.34084053414777,0.045000000000001386,0.04905386968710488,0.719177573296884,0,2003
3500,1991,0.0,0.0,100.0,10.240186585985589,0.045000000000001386,0.04906659552982672,0.7189870791101052,0,1991
3600,1984,0.0,0.0,100.0,10.138705213894418,0.045000000000001386,0.049067337118057316,0.7189959197767614,0,1984
3700,1992,0.0,0.0,100.0,10.05777923153679,0.0450732861480405,0.049073892019604846,0.7188552496439695,0,1992
3800,1967,0.0,0.0,100.0,9.951519909200838,0.04500000000000138,0.049070491862321375,0.7189101746280078,0,1967
3900,2005,0.0,0.0,100.0,9.890421315518665,0.045000000000001386,0.04906687175362587,0.7188048062600499,0,2005
4000,2001,0.0,0.0,100.0,9.789647083044436,0.045000000000001386,0.04906594614871341,0.7188349839277499,0,2001
4100,2013,0.0,0.0,100.0,9.734222238567337,0.04500859881870998,0.049053826421128245,0.7189312234874855,0,2013
4200,2000,0.0,0.0,100.0,9.633252192903036,0.045000000000001386,0.04907479766403784,0.7187153814732572,0,2000
4300,1998,0.0,0.05005005005005005,99.94994994994995,9.558414013545733,0.04520217417219917,0.04914920752081493,0.7183120281840308,0,1998
4400,2012,0.0,0.09940357852882704,99.90059642147118,9.478060633638272,0.04522211544399495,0.04915961804680798,0.7186890504512856,0,2012
4500,2009,0.0,0.0,100.0,9.399286702846897,0.045774061117362326,0.049082269452798755,0.7185632894109646,0,2009
4600,2004,0.0,0.0,100.0,9.321587501698126,0.045000000000001386,0.04909997719453015,0.7182692777125921,0,2004
4700,1999,0.0,0.0,100.0,9.218497595343013,0.045000000000001386,0.04909420402300864,0.7183600403405385,0,1999
4800,2007,0.0,0.0,100.0,9.14538150311467,0.045000000000001386,0.04911489753235607,0.7179189689287798,0,2007
4900,2001,0.0,0.0,100.0,9.06872162301651,0.045342546085605104,0.04911669371699326,0.7180019626722655,0,2001
5000,2008,0.0,0.0,100.0,8.999405891031781,0.045000000000001386,0.04911449016814997,0.7180727643992845,0,2008
